name,type,dex_num,category,target,power,accuracy,priority,pp,short_description,long_description,has_secondary_effect,is_multi_hit,multi_hit_high,multi_hit_low,ignores_substitute,ignores_protect,bounceable,bite,bullet,contact,dance,heal,powder,pulse,punch,slice,sound,wind,boosted_by_sheer_force,ohko,is_z_move,is_max_move,is_legal
Petal Blizzard,"""Grass""",572,Physical,allAdjacent,90,100,0,15,No additional effect. Hits adjacent Pokemon.,No additional effect.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Petal Dance,"""Grass""",80,Special,randomNormal,120,100,0,10,Lasts 2-3 turns. Confuses the user afterwards.,"The user spends two or three turns locked into this move and becomes confused immediately after its move on the last turn of the effect if it is not already. This move targets an opposing Pokemon at random on each turn. If the user is prevented from moving, is asleep at the beginning of a turn, or the attack is not successful against the target on the first turn of the effect or the second turn of a three-turn effect, the effect ends without causing confusion. If this move is called by Sleep Talk and the user is asleep, the move is used for one turn and does not confuse the user.",0,0,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Phantom Force,"""Ghost""",566,Physical,normal,90,100,0,10,Disappears turn 1. Hits turn 2. Breaks protection.,"If this move is successful, it breaks through the target's Baneful Bunker, Detect, King's Shield, Protect, or Spiky Shield for this turn, allowing other Pokemon to attack the target normally. If the target's side is protected by Crafty Shield, Mat Block, Quick Guard, or Wide Guard, that protection is also broken for this turn and other Pokemon may attack the target's side normally. This attack charges on the first turn and executes on the second. On the first turn, the user avoids all attacks. If the user is holding a Power Herb, the move completes in one turn.",0,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Photon Geyser,"""Psychic""",722,Special,normal,100,100,0,5,Physical if user's Atk > Sp. Atk. Ignores Abilities.,"This move becomes a physical attack if the user's Attack is greater than its Special Attack, including stat stage changes. This move and its effects ignore the Abilities of other Pokemon.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Pika Papow,"""Electric""",732,Special,normal,0,-1,0,20,Max happiness: 102 power. Can't miss.,"Power is equal to the greater of (user's Happiness * 2/5), rounded down, or 1.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pin Missile,"""Bug""",42,Physical,normal,25,95,0,20,Hits 2-5 times in one turn.,"Hits two to five times. Has a 35% chance to hit two or three times and a 15% chance to hit four or five times. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit five times. If the user is holding Loaded Dice, this move will hit 4-5 times.",0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Plasma Fists,"""Electric""",721,Physical,normal,100,100,0,15,Normal moves become Electric type this turn.,"If this move is successful, causes Normal-type moves to become Electric type this turn.",0,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Play Nice,"""Normal""",589,Status,normal,0,-1,0,20,Lowers the target's Attack by 1.,Lowers the target's Attack by 1 stage.,0,0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Play Rough,"""Fairy""",583,Physical,normal,90,90,0,10,10% chance to lower the target's Attack by 1.,Has a 10% chance to lower the target's Attack by 1 stage.,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Pluck,"""Flying""",365,Physical,any,60,100,0,20,User steals and eats the target's Berry.,"If this move is successful and the user has not fainted, it steals the target's held Berry if it is holding one and eats it immediately, gaining its effects even if the user's item is being ignored. Items lost to this move cannot be regained with Recycle or the Harvest Ability.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Poison Fang,"""Poison""",305,Physical,normal,50,100,0,15,50% chance to badly poison the target.,Has a 50% chance to badly poison the target.,1,0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Poison Gas,"""Poison""",139,Status,allAdjacentFoes,0,90,0,40,Poisons the foe(s).,Poisons the target.,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poison Jab,"""Poison""",398,Physical,normal,80,100,0,20,30% chance to poison the target.,Has a 30% chance to poison the target.,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Poison Powder,"""Poison""",77,Status,normal,0,75,0,35,Poisons the target.,Poisons the target.,0,0,,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Poison Sting,"""Poison""",40,Physical,normal,15,100,0,35,30% chance to poison the target.,Has a 30% chance to poison the target.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Poison Tail,"""Poison""",342,Physical,normal,50,100,0,25,High critical hit ratio. 10% chance to poison.,Has a 10% chance to poison the target and a higher chance for a critical hit.,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Pollen Puff,"""Bug""",676,Special,normal,90,100,0,15,"If the target is an ally, heals 50% of its max HP.","If the target is an ally, this move restores 1/2 of its maximum HP, rounded down, instead of dealing damage.",0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Poltergeist,"""Ghost""",809,Physical,normal,110,90,0,5,Fails if the target has no held item.,Fails if the target has no held item.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Population Bomb,"""Normal""",860,Physical,normal,20,90,0,10,Hits 10 times. Each hit can miss.,"Hits ten times. This move checks accuracy for each hit, and the attack ends if the target avoids a hit. If one of the hits breaks the target's substitute, it will take damage for the remaining hits. If the user has the Skill Link Ability, this move will always hit ten times. If the user is holding Loaded Dice, this move hits four to ten times at random without checking accuracy between hits.",0,1,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Pounce,"""Bug""",884,Physical,normal,50,100,0,20,100% chance to lower the target's Speed by 1.,Has a 100% chance to lower the target's Speed by 1 stage.,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Pound,"""Normal""",1,Physical,normal,40,100,0,35,No additional effect.,No additional effect.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Powder,"""Bug""",600,Status,normal,0,100,1,20,"If using a Fire move, target loses 1/4 max HP.","If the target uses a Fire-type move this turn, it is prevented from executing and the target loses 1/4 of its maximum HP, rounded half up. This effect does not happen if the Fire-type move is prevented by Primordial Sea.",0,0,,,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Powder Snow,"""Ice""",181,Special,allAdjacentFoes,40,100,0,25,10% chance to freeze the foe(s).,Has a 10% chance to freeze the target.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Power Gem,"""Rock""",408,Special,normal,80,100,0,20,No additional effect.,No additional effect.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Power Shift,"""Normal""",829,Status,self,0,-1,0,10,Switches user's Attack and Defense stats.,"The user swaps its Attack and Defense stats, and stat stage changes remain on their respective stats. This move can be used again to swap the stats back. If the user uses Baton Pass, the replacement will have its Attack and Defense stats swapped if the effect is active. If the user has its stats recalculated by changing forme while its stats are swapped, this effect is ignored but is still active for the purposes of Baton Pass.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Power Split,"""Psychic""",471,Status,normal,0,-1,0,10,Averages Attack and Sp. Atk stats with target.,"The user and the target have their Attack and Special Attack stats set to be equal to the average of the user and the target's Attack and Special Attack stats, respectively, rounded down. Stat stage changes are unaffected.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Power Swap,"""Psychic""",384,Status,normal,0,-1,0,10,Swaps Attack and Sp. Atk stat stages with target.,The user swaps its Attack and Special Attack stat stage changes with the target.,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Power Trick,"""Psychic""",379,Status,self,0,-1,0,10,Switches user's Attack and Defense stats.,"The user swaps its Attack and Defense stats, and stat stage changes remain on their respective stats. This move can be used again to swap the stats back. If the user uses Baton Pass, the replacement will have its Attack and Defense stats swapped if the effect is active. If the user has its stats recalculated by changing forme while its stats are swapped, this effect is ignored but is still active for the purposes of Baton Pass.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Power Trip,"""Dark""",681,Physical,normal,20,100,0,10, + 20 power for each of the user's stat boosts.,"Power is equal to 20+(X*20), where X is the user's total stat stage changes that are greater than 0.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Power-Up Punch,"""Fighting""",612,Physical,normal,40,100,0,20,100% chance to raise the user's Attack by 1.,Has a 100% chance to raise the user's Attack by 1 stage.,1,0,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Power Whip,"""Grass""",438,Physical,normal,120,85,0,10,No additional effect.,No additional effect.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Precipice Blades,"""Ground""",619,Physical,allAdjacentFoes,120,85,0,10,No additional effect. Hits adjacent foes.,No additional effect.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Present,"""Normal""",217,Physical,normal,0,90,0,15,"40, 80, 120 power, or heals target 1/4 max HP.","If this move is successful, it deals damage or heals the target. 40% chance for 40 power, 30% chance for 80 power, 10% chance for 120 power, and 20% chance to heal the target by 1/4 of its maximum HP, rounded down.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Prismatic Laser,"""Psychic""",711,Special,normal,160,100,0,10,User cannot move next turn.,"If this move is successful, the user must recharge on the following turn and cannot select a move.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Protect,"""Normal""",182,Status,self,0,-1,4,10,Prevents moves from affecting the user this turn.,"The user is protected from most attacks made by other Pokemon during this turn. This move has a 1/X chance of being successful, where X starts at 1 and triples each time this move is successfully used. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psybeam,"""Psychic""",60,Special,normal,65,100,0,20,10% chance to confuse the target.,Has a 10% chance to confuse the target.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psyblade,"""Psychic""",875,Physical,normal,80,100,0,15,During Electric Terrain: 1.5x power.,"If the current terrain is Electric Terrain, this move's power is multiplied by 1.5.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Psych Up,"""Normal""",244,Status,normal,0,-1,0,10,Copies the target's current stat stages.,The user copies all of the target's current stat stage changes.,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psychic,"""Psychic""",94,Special,normal,90,100,0,10,10% chance to lower the target's Sp. Def by 1.,Has a 10% chance to lower the target's Special Defense by 1 stage.,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Psychic Fangs,"""Psychic""",706,Physical,normal,85,100,0,10,"Destroys screens, unless the target is immune.","If this attack does not miss, the effects of Reflect, Light Screen, and Aurora Veil end for the target's side of the field before damage is calculated.",0,0,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Psychic Noise,"""Psychic""",917,Special,normal,75,100,0,10,"For 2 turns, the target is prevented from healing.","For 2 turns, the target is prevented from restoring any HP as long as it remains active. During the effect, healing and draining moves are unusable, and Abilities and items that grant healing will not heal the user. If an affected Pokemon uses Baton Pass, the replacement will remain unable to restore its HP. Pain Split and the Regenerator Ability are unaffected.",1,0,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Psychic Terrain,"""Psychic""",678,Status,all,0,-1,0,10,"5 turns. Grounded: +Psychic power, priority-safe.","For 5 turns, the terrain becomes Psychic Terrain. During the effect, the power of Psychic-type attacks made by grounded Pokemon is multiplied by 1.3 and grounded Pokemon cannot be hit by moves with priority greater than 0, unless the target is an ally. Camouflage transforms the user into a Psychic type, Nature Power becomes Psychic, and Secret Power has a 30% chance to lower the target's Speed by 1 stage. Fails if the current terrain is Psychic Terrain.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psycho Boost,"""Psychic""",354,Special,normal,140,90,0,5,Lowers the user's Sp. Atk by 2.,Lowers the user's Special Attack by 2 stages.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psycho Cut,"""Psychic""",427,Physical,normal,70,100,0,20,High critical hit ratio.,Has a higher chance for a critical hit.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psycho Shift,"""Psychic""",375,Status,normal,0,100,0,10,Transfers the user's status ailment to the target.,"The user's non-volatile status condition is transferred to the target, and the user is then cured. Fails if the user has no non-volatile status condition or if the target already has one.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psyshield Bash,"""Psychic""",828,Physical,normal,70,90,0,10,100% chance to raise the user's Defense by 1.,Has a 100% chance to raise the user's Defense by 1 stage.,1,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
Psyshock,"""Psychic""",473,Special,normal,80,100,0,10,"Damages target based on Defense, not Sp. Def.",Deals damage to the target based on its Defense instead of Special Defense.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psystrike,"""Psychic""",540,Special,normal,100,100,0,10,"Damages target based on Defense, not Sp. Def.",Deals damage to the target based on its Defense instead of Special Defense.,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Psywave,"""Psychic""",149,Special,normal,0,100,0,15,Random damage equal to 0.5x-1.5x user's level.,"Deals damage to the target equal to (user's level) * (X + 50) / 100, where X is a random number from 0 to 100, rounded down, but not less than 1 HP.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulverizing Pancake,"""Normal""",701,Physical,normal,210,-1,0,1,No additional effect.,No additional effect.,0,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Punishment,"""Dark""",386,Physical,normal,0,100,0,5,60 power +20 for each of the target's stat boosts.,"Power is equal to 60+(X*20), where X is the target's total stat stage changes that are greater than 0, but not more than 200 power.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Purify,"""Poison""",685,Status,normal,0,-1,0,20,Cures target's status; heals user 1/2 max HP if so.,"The target is cured if it has a non-volatile status condition. If the target was cured, the user restores 1/2 of its maximum HP, rounded down.",0,0,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pursuit,"""Dark""",228,Physical,normal,40,100,0,20,"If a foe is switching out, hits it at 2x power.","If an opposing Pokemon switches out this turn, this move hits that Pokemon before it leaves the field, even if it was not the original target. If the user moves after an opponent using Flip Turn, Parting Shot, Teleport, U-turn, or Volt Switch, but not Baton Pass, it will hit that opponent before it leaves the field. Power doubles and no accuracy check is done if the user hits an opponent switching out, and the user's turn is over; if an opponent faints from this, the replacement Pokemon does not become active until the end of the turn.",0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyro Ball,"""Fire""",780,Physical,normal,120,90,0,5,10% chance to burn the target. Thaws user.,Has a 10% chance to burn the target.,1,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Quash,"""Dark""",511,Status,normal,0,100,0,15,Forces the target to move last this turn.,"Causes the target to take its turn after all other Pokemon this turn, no matter the priority of its selected move. Fails if the target already moved this turn.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Quick Attack,"""Normal""",98,Physical,normal,40,100,1,30,Usually goes first.,No additional effect.,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Quick Guard,"""Fighting""",501,Status,allySide,0,-1,3,15,Protects allies from priority attacks this turn.,"The user and its party members are protected from attacks with original or altered priority greater than 0 made by other Pokemon, including allies, during this turn. This move modifies the same 1/X chance of being successful used by other protection moves, where X starts at 1 and triples each time this move is successfully used, but does not use the chance to check for failure. X resets to 1 if this move fails, if the user's last move used is not Baneful Bunker, Burning Bulwark, Detect, Endure, King's Shield, Max Guard, Obstruct, Protect, Quick Guard, Silk Trap, Spiky Shield, or Wide Guard, or if it was one of those moves and the user's protection was broken. Fails if the user moves last this turn or if this move is already in effect for the user's side.",0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
